source,target
0.5488135039273248,0.32910562384822745
0.7151893663724195,0.42869480162327195
0.6027633760716439,0.3602709368218013
0.5448831829968969,0.32687532623125354
0.4236547993389047,0.2605496224230473
0.6458941130666561,0.3859504099355974
0.4375872112626925,0.26794498077274276
0.8917730007820798,0.5463707298811269
0.9636627605010293,0.5980351396255754
0.3834415188257777,0.23949367666064308
0.7917250380826646,0.47812009431758395
0.5288949197529045,0.31785722916927384
0.5680445610939323,0.3400960534571218
0.925596638292661,0.5704016966314961
0.07103605819788694,0.07677251399170147
0.08712929970154071,0.0865832227341366
0.02021839744032572,0.03817734839751008
0.832619845547938,0.5055114455278097
0.7781567509498505,0.46918455990970465
0.8700121482468192,0.5311679074126122
0.978618342232764,0.6090636089598988
0.7991585642167236,0.4830475958041527
0.46147936225293185,0.28075640152742015
0.7805291762864555,0.47074150152335936
0.11827442586893322,0.10425913595510919
0.6399210213275238,0.3823525152518431
0.1433532874090464,0.11771176259862004
0.9446689170495839,0.5841686551282519
0.5218483217500717,0.31391013265355816
0.4146619399905236,0.2558044979743537
0.26455561210462697,0.17915429405317912
0.7742336894342167,0.4666150377146007
0.45615033221654855,0.27788432864048795
0.5684339488686485,0.3403199290332072
0.018789800436355142,0.03670596244973664
0.6176354970758771,0.36904731201425645
0.6120957227224214,0.36576862533728144
0.6169339968747569,0.36863150387095545
0.9437480785146242,0.5835003618458503
0.6818202991034834,0.40787829393624975
0.359507900573786,0.2271474144427164
0.43703195379934145,0.26764920723938235
0.6976311959272649,0.41768701979326434
0.06022547162926983,0.06978715699776977
0.6667667154456677,0.398629764073196
0.6706378696181594,0.40099972808792567
0.2103825610738409,0.15203172261533182
0.1289262976548533,0.11003705554193723
0.31542835092418386,0.20470982593383852
0.3637107709426226,0.22930632291248634
0.5701967704178796,0.34133412221978354
0.43860151346232035,0.26848550364199353
0.9883738380592262,0.6163099217317174
0.10204481074802807,0.09522002086799967
0.2088767560948347,0.15127456099846331
0.16130951788499626,0.1270772703010607
0.6531083254653984,0.3903139562207718
0.2532916025397821,0.1735208189561695
0.4663107728563063,0.2833676592736296
0.24442559200160274,0.16908770816500232
0.15896958364551972,0.12586650486342377
0.11037514116430513,0.0998994466570254
0.6563295894652734,0.3922687585590994
0.1381829513486138,0.11497891970398023
0.1965823616800535,0.14507797520858345
0.3687251706609641,0.231887070596403
0.8209932298479351,0.4976533164161336
0.09710127579306127,0.0923975179438725
0.8379449074988039,0.5091293573244811
0.09609840789396307,0.09182038500578435
0.9764594650133958,0.6074656136776474
0.4686512016477016,0.28463514764848485
0.9767610881903371,0.6076887524381378
0.604845519745046,0.36149475298114897
0.7392635793983017,0.44398670347587316
0.039187792254320675,0.054772161576790025
0.2828069625764096,0.18829480942696056
0.1201965612131689,0.1053098127588943
0.29614019752214493,0.19498919113286198
0.11872771895424405,0.10450725481795173
0.317983179393976,0.2060012162341693
0.41426299451466997,0.25559449520725513
0.06414749634878436,0.0723655524414144
0.6924721193700198,0.41447569815721275
0.5666014542065752,0.3392668179077727
0.2653894909394454,0.17957150063961777
0.5232480534666997,0.3146928553157825
0.09394051075844168,0.09057305941643079
0.5759464955561793,0.3446497504989896
0.9292961975762141,0.5730599060237502
0.31856895245132366,0.20629744551127366
0.6674103799636817,0.39902342219272785
0.13179786240439217,0.11157734023444216
0.7163272041185655,0.4294123550200718
0.2894060929472011,0.19160592558801356
0.18319136200711683,0.13829083912669377
0.5865129348100832,0.3507738037324553
0.020107546187493552,0.03806479153723094
0.8289400292173631,0.5030182560427667
0.004695476192547066,0.017723332599312365
0.6778165367962301,0.4054099168915966
0.27000797319216485,0.1818828016512961
0.7351940221225949,0.44138545493334697
0.9621885451174382,0.5969532918705288
0.24875314351995803,0.1712515707877339
0.5761573344178369,0.344771556431111
0.592041931271839,0.35399430619803585
0.5722519057908734,0.3425178827660949
0.2230816326406183,0.1584053536805865
0.952749011516985,0.5900484534075594
0.44712537861762736,0.27303953443311413
0.8464086724711278,0.5149041725893384
0.6994792753175043,0.41883991759437567
0.29743695085513366,0.19564125519361453
0.8137978197024772,0.4928183084163384
0.39650574084698464,0.24628917277856605
0.8811031971111616,0.5388913540862996
0.5812728726358587,0.3477317807992699
0.8817353618548528,0.5393331441654108
0.6925315900777659,0.41451265689272665
0.7252542798196405,0.43505988344100543
0.5013243819267023,0.30250774204926173
0.9560836347232239,0.5924832566997568
0.6439901992296374,0.3848021189440895
0.4238550485581797,0.2606555342733358
0.6063932141279244,0.3624054683659998
0.019193198309333526,0.03712612424009099
0.30157481667454933,0.19772326463881565
0.660173537492685,0.39460662668483465
0.29007760721044407,0.19194308854735442
0.6180154289988415,0.36927258961620724
0.42876870094576613,0.2632578180054687
0.13547406422245023,0.11353956748600645
0.29828232595603077,0.19606645021586314
0.5699649107012649,0.3412006648737439
0.5908727612481732,0.3533123711587479
0.5743252488495788,0.3437136529902252
0.6532008198571336,0.3903700305610857
0.6521032700016889,0.38970485594375576
0.43141843543397396,0.26466389825133046
0.896546595851063,0.5497326353411245
0.36756187004789653,0.23128786834850668
0.4358649252656268,0.2670278415404735
0.8919233550156721,0.5464764719782971
0.8061939890460857,0.4877322005701326
0.7038885835403663,0.4215960277690795
0.10022688731230112,0.09418629392481706
0.9194826137446735,0.5660215360885431
0.7142412995491114,0.428097315490917
0.9988470065678665,0.6241355457068386
0.14944830465799375,0.12091109774717979
0.8681260573682142,0.5298596763163645
0.16249293467637482,0.1276886362555477
0.6155595642838442,0.3678173501083102
0.12381998284944151,0.1072805041990653
0.8480082293222344,0.5159989236356649
0.8073189587250107,0.48848316963827654
0.5691007386145933,0.34070341951165145
0.40718329722599966,0.25187476097993755
0.06916699545513805,0.0755909400096146
0.6974287731445636,0.41756082277877116
0.45354268267806885,0.27648202067104477
0.7220555994703479,0.43303265904380406
0.8663823259286292,0.5286515264738096
0.9755215050028858,0.6067719702880037
0.855803342392611,0.5213493570792851
0.011714084185001972,0.02855647117799577
0.3599780644783639,0.2273887398162365
0.729990562424058,0.4380690885076373
0.17162967726144052,0.1323884268838088
0.5210366062041293,0.31345652560785686
0.05433798833925363,0.06580667815834004
0.19999652489640007,0.14680164565449447
0.01852179446061397,0.036424688408967607
0.7936977033574206,0.4794255074967058
0.22392468806038013,0.1588278557886732
0.3453516806969027,0.21990248104227572
0.9280812934655909,0.5721863233714486
0.7044144019235328,0.42192521019048435
0.03183892953130785,0.048841961700113935
0.16469415649791275,0.1288241304304959
0.6214784014997635,0.3713284046502622
0.5772285886041676,0.3453906872270363
0.23789282137450862,0.16582049552589445
0.9342139979247938,0.5766025639305601
0.613965955965896,0.3668742425953788
0.5356328030249583,0.32164707262744013
0.589909976354571,0.35275118513236836
0.7301220295167696,0.43815274416621425
0.31194499547960186,0.20295063514526618
0.3982210622160919,0.24718453414676805
0.20984374897512215,0.15176083184951572
0.18619300588033616,0.1398163035633197
0.9443723899839336,0.5839534123355716
0.7395507950492876,0.4441705419943422
0.4904588086175671,0.296526722755396
0.22741462797332324,0.16057620627820568
0.25435648177039294,0.1740532817810567
0.05802916032387562,0.06831859710134333
0.4344166255581208,0.2662572529638544
0.3117958819941026,0.20287536748931684
0.6963434888154595,0.41688449521670673
0.3777518392924809,0.23654689196191325
0.1796036775596348,0.13646401515703352
0.02467872839133123,0.04251076292670691
0.06724963146324858,0.0743681669234998
0.6793927734985673,0.4063809462937513
0.4536968445560453,0.27656486786919493
0.5365792111087222,0.3221806320731256
0.8966712930403421,0.5498205861358604
0.9903389473967044,0.6177746136087535
0.21689698439847394,0.15530369934602345
0.6630782031001008,0.3963769861644881
0.26332237673715064,0.17853733267042257
0.02065099946572868,0.03861412992193863
0.7583786538361414,0.4562942239842528
0.32001715082246784,0.20703003407661846
0.38346389417189797,0.23950528024973086
0.5883171135536057,0.35182347740398023
0.8310484552361904,0.5044460883618852
0.6289818435911487,0.37579820927138685
0.8726506554473953,0.5330005548302748
0.27354203481563577,0.18365218091331598
0.7980468339125637,0.48230920919883846
0.1856359443059522,0.13953339383383168
0.9527916569719446,0.5900795609587889
0.6874882763878153,0.4113833490797904
0.21550767711355845,0.15460636043763404
0.9473705904889242,0.5861314930484218
0.7308558067701578,0.4386197911349455
0.25394164259502583,0.17384585161883018
0.21331197736748198,0.1535037711585187
0.5182007139306632,0.3118734826192163
0.025662718054531575,0.04342145203747338
0.2074700754411094,0.15056692530659155
0.42468546875150626,0.2610948607899699
0.37416998033422555,0.2346956291009971
0.4635754243648107,0.2818884050805821
0.2776287062947319,0.18569922194899247
0.5867843464581688,0.35093163629099766
0.8638556059232314,0.526903159761117
0.11753185596203308,0.1038522146785593
0.5173791071541142,0.31141534783730834
0.1320681063451533,0.1117219491409453
0.7168596811925937,0.4297483269535782
